=== GESTURE Seizure Detection Training ===
Job started: Wed Jul 16 08:08:03 PM EDT 2025
Node: qa-a10-026.crc.nd.edu
=== Environment Check ===
PyTorch version: 2.5.1+cu121
CUDA available: True
GPU: NVIDIA A10
GPU memory: 23.7 GB
=== Starting Training ===
/users/akoongbo/miniconda3/envs/hiera-seizure/lib/python3.12/site-packages/torch/utils/data/dataloader.py:617: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 1, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(
/users/akoongbo/miniconda3/envs/hiera-seizure/lib/python3.12/site-packages/torch/utils/data/dataloader.py:617: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 1, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(
=== GESTURE Dataset Training with Hiera Architecture ===
Device: cuda
GPU: NVIDIA A10
GPU memory: 23.7 GB
Loaded 220 seizures
Train: 54 subjects, 184 seizures
  Batch 370/397, Loss: 0.0000
  Batch 380/397, Loss: 0.0002
  Batch 390/397, Loss: 0.0000
Epoch 15/30 (155.9s)
  Train Loss: 0.0045, Acc: 0.9991
  Val Loss: 3.5016, Acc: 0.6285
  Best Val Acc: 0.6744
  LR: 5.00e-05
------------------------------------------------------------
  Batch 0/397, Loss: 0.0000
  Batch 10/397, Loss: 0.0000
  Batch 20/397, Loss: 0.0000
  Batch 30/397, Loss: 0.0000
  Batch 40/397, Loss: 0.0000
  Batch 50/397, Loss: 0.0000
  Batch 60/397, Loss: 0.0000
  Batch 70/397, Loss: 0.0000
  Batch 80/397, Loss: 0.0000
  Batch 90/397, Loss: 0.0036
  Batch 100/397, Loss: 0.0000
  Batch 110/397, Loss: 0.0000
  Batch 120/397, Loss: 0.0000
  Batch 130/397, Loss: 0.0000
  Batch 140/397, Loss: 0.0000
  Batch 150/397, Loss: 0.0000
  Batch 160/397, Loss: 0.0000
  Batch 170/397, Loss: 0.0000
  Batch 180/397, Loss: 0.0000
  Batch 190/397, Loss: 0.0000
  Batch 200/397, Loss: 0.0000
  Batch 210/397, Loss: 0.0000
  Batch 220/397, Loss: 0.0000
  Batch 230/397, Loss: 0.0000
  Batch 240/397, Loss: 0.0000
  Batch 250/397, Loss: 0.0000
  Batch 260/397, Loss: 0.0006
  Batch 270/397, Loss: 0.0000
  Batch 280/397, Loss: 0.0000
  Batch 290/397, Loss: 0.0000
  Batch 300/397, Loss: 0.0000
  Batch 310/397, Loss: 0.0000
  Batch 320/397, Loss: 0.0001
  Batch 330/397, Loss: 0.0017
  Batch 340/397, Loss: 0.0000
  Batch 350/397, Loss: 0.0003
  Batch 360/397, Loss: 0.0000
  Batch 370/397, Loss: 0.0197
  Batch 380/397, Loss: 0.0000
  Batch 390/397, Loss: 0.0000
Epoch 16/30 (154.6s)
  Train Loss: 0.0017, Acc: 0.9995
  Val Loss: 3.1269, Acc: 0.6302
  Best Val Acc: 0.6744
  LR: 4.48e-05
------------------------------------------------------------
  Batch 0/397, Loss: 0.0000
  Batch 10/397, Loss: 0.0001
  Batch 20/397, Loss: 0.0000
  Batch 30/397, Loss: 0.0014
  Batch 40/397, Loss: 0.0000
  Batch 50/397, Loss: 0.0000
  Batch 60/397, Loss: 0.0006
  Batch 70/397, Loss: 0.0005
  Batch 80/397, Loss: 0.0001
  Batch 90/397, Loss: 0.0000
  Batch 100/397, Loss: 0.0000
  Batch 110/397, Loss: 0.0001
  Batch 120/397, Loss: 0.0000
  Batch 130/397, Loss: 0.0001
  Batch 140/397, Loss: 0.0001
  Batch 150/397, Loss: 0.0001
  Batch 160/397, Loss: 0.0000
  Batch 170/397, Loss: 0.0000
  Batch 180/397, Loss: 0.0000
  Batch 190/397, Loss: 0.0000
  Batch 200/397, Loss: 0.0000
  Batch 210/397, Loss: 0.0002
  Batch 220/397, Loss: 0.0000
  Batch 230/397, Loss: 0.0000
  Batch 240/397, Loss: 0.0000
  Batch 250/397, Loss: 0.0000
  Batch 260/397, Loss: 0.0007
  Batch 270/397, Loss: 0.0000
  Batch 280/397, Loss: 0.0000
  Batch 290/397, Loss: 0.0000
  Batch 300/397, Loss: 0.0000
  Batch 310/397, Loss: 0.0014
  Batch 320/397, Loss: 0.0000
  Batch 330/397, Loss: 0.0002
  Batch 340/397, Loss: 0.0000
  Batch 350/397, Loss: 0.0000
  Batch 360/397, Loss: 0.0000
  Batch 370/397, Loss: 0.0000
  Batch 380/397, Loss: 0.0000
  Batch 390/397, Loss: 0.0001
Epoch 17/30 (153.8s)
  Train Loss: 0.0015, Acc: 0.9994
  Val Loss: 3.5327, Acc: 0.6234
  Best Val Acc: 0.6744
  LR: 3.96e-05
------------------------------------------------------------
  Batch 0/397, Loss: 0.0000
  Batch 10/397, Loss: 0.0000
  Batch 20/397, Loss: 0.0000
  Batch 30/397, Loss: 0.0000
  Batch 40/397, Loss: 0.0000
  Batch 50/397, Loss: 0.0002
  Batch 60/397, Loss: 0.0004
  Batch 70/397, Loss: 0.0000
  Batch 80/397, Loss: 0.0000
  Batch 90/397, Loss: 0.0002
  Batch 100/397, Loss: 0.0000
  Batch 110/397, Loss: 0.0000
  Batch 120/397, Loss: 0.0000
  Batch 130/397, Loss: 0.0000
  Batch 140/397, Loss: 0.0000
  Batch 150/397, Loss: 0.0002
  Batch 160/397, Loss: 0.0000
  Batch 170/397, Loss: 0.0000
  Batch 180/397, Loss: 0.0000
  Batch 190/397, Loss: 0.0000
  Batch 200/397, Loss: 0.0000
  Batch 210/397, Loss: 0.0000
  Batch 220/397, Loss: 0.0000
  Batch 230/397, Loss: 0.0000
  Batch 240/397, Loss: 0.0000
  Batch 250/397, Loss: 0.0000
  Batch 260/397, Loss: 0.0000
  Batch 270/397, Loss: 0.0000
  Batch 280/397, Loss: 0.0000
  Batch 290/397, Loss: 0.0000
  Batch 300/397, Loss: 0.0000
  Batch 310/397, Loss: 0.0000
  Batch 320/397, Loss: 0.0000
  Batch 330/397, Loss: 0.0000
  Batch 340/397, Loss: 0.0000
  Batch 350/397, Loss: 0.0002
  Batch 360/397, Loss: 0.0000
  Batch 370/397, Loss: 0.0000
  Batch 380/397, Loss: 0.0000
  Batch 390/397, Loss: 0.0000
Epoch 18/30 (155.1s)
  Train Loss: 0.0004, Acc: 0.9998
  Val Loss: 3.8682, Acc: 0.5949
  Best Val Acc: 0.6744
  LR: 3.45e-05
------------------------------------------------------------
  Batch 0/397, Loss: 0.0000
  Batch 10/397, Loss: 0.0000
  Batch 20/397, Loss: 0.0000
  Batch 30/397, Loss: 0.0000
  Batch 40/397, Loss: 0.0000
  Batch 50/397, Loss: 0.0000
  Batch 60/397, Loss: 0.0000
  Batch 70/397, Loss: 0.0000
  Batch 80/397, Loss: 0.0000
  Batch 90/397, Loss: 0.0000
  Batch 100/397, Loss: 0.0000
  Batch 110/397, Loss: 0.0000
  Batch 120/397, Loss: 0.0000
  Batch 130/397, Loss: 0.0000
  Batch 140/397, Loss: 0.0000
  Batch 150/397, Loss: 0.0000
  Batch 160/397, Loss: 0.0000
  Batch 170/397, Loss: 0.0000
  Batch 180/397, Loss: 0.0000
  Batch 190/397, Loss: 0.0000
  Batch 200/397, Loss: 0.0000
  Batch 210/397, Loss: 0.0000
  Batch 220/397, Loss: 0.0000
  Batch 230/397, Loss: 0.0000
  Batch 240/397, Loss: 0.0000
  Batch 250/397, Loss: 0.0000
  Batch 260/397, Loss: 0.0000
  Batch 270/397, Loss: 0.0000
  Batch 280/397, Loss: 0.0000
  Batch 290/397, Loss: 0.0000
  Batch 300/397, Loss: 0.0000
  Batch 310/397, Loss: 0.0000
  Batch 320/397, Loss: 0.0000
  Batch 330/397, Loss: 0.0000
  Batch 340/397, Loss: 0.0000
  Batch 350/397, Loss: 0.0000
  Batch 360/397, Loss: 0.0000
  Batch 370/397, Loss: 0.0000
  Batch 380/397, Loss: 0.0000
  Batch 390/397, Loss: 0.0000
Epoch 19/30 (153.0s)
  Train Loss: 0.0000, Acc: 1.0000
  Val Loss: 3.7460, Acc: 0.6127
  Best Val Acc: 0.6744
  LR: 2.97e-05
------------------------------------------------------------
  Batch 0/397, Loss: 0.0000
  Batch 10/397, Loss: 0.0000
  Batch 20/397, Loss: 0.0000
  Batch 30/397, Loss: 0.0000
  Batch 40/397, Loss: 0.0000
  Batch 50/397, Loss: 0.0000
  Batch 60/397, Loss: 0.0000
  Batch 70/397, Loss: 0.0000
  Batch 80/397, Loss: 0.0001
  Batch 90/397, Loss: 0.0000
  Batch 100/397, Loss: 0.0000
  Batch 110/397, Loss: 0.0000
  Batch 120/397, Loss: 0.0000
  Batch 130/397, Loss: 0.0000
  Batch 140/397, Loss: 0.0000
  Batch 150/397, Loss: 0.0000
  Batch 160/397, Loss: 0.0000
  Batch 170/397, Loss: 0.0000
  Batch 180/397, Loss: 0.0000
  Batch 190/397, Loss: 0.0000
  Batch 200/397, Loss: 0.0000
  Batch 210/397, Loss: 0.0000
  Batch 220/397, Loss: 0.0000
  Batch 230/397, Loss: 0.0000
  Batch 240/397, Loss: 0.0000
  Batch 250/397, Loss: 0.0000
  Batch 260/397, Loss: 0.0000
  Batch 270/397, Loss: 0.0000
  Batch 280/397, Loss: 0.0000
  Batch 290/397, Loss: 0.0000
  Batch 300/397, Loss: 0.0004
  Batch 310/397, Loss: 0.0000
  Batch 320/397, Loss: 0.0003
  Batch 330/397, Loss: 0.0000
  Batch 340/397, Loss: 0.0000
  Batch 350/397, Loss: 0.0002
  Batch 360/397, Loss: 0.0000
  Batch 370/397, Loss: 0.0000
  Batch 380/397, Loss: 0.0000
  Batch 390/397, Loss: 0.0000
Epoch 20/30 (154.9s)
  Train Loss: 0.0013, Acc: 0.9996
  Val Loss: 3.7502, Acc: 0.6295
  Best Val Acc: 0.6744
  LR: 2.50e-05
------------------------------------------------------------
  Batch 0/397, Loss: 0.0000
  Batch 10/397, Loss: 0.0000
  Batch 20/397, Loss: 0.0000
  Batch 30/397, Loss: 0.0000
  Batch 40/397, Loss: 0.0000
  Batch 50/397, Loss: 0.0000
  Batch 60/397, Loss: 0.0006
  Batch 70/397, Loss: 0.0000
  Batch 80/397, Loss: 0.0000
  Batch 90/397, Loss: 0.0001
  Batch 100/397, Loss: 0.0000
  Batch 110/397, Loss: 0.0000
  Batch 120/397, Loss: 0.0000
  Batch 130/397, Loss: 0.0000
  Batch 140/397, Loss: 0.0000
  Batch 150/397, Loss: 0.0000
  Batch 160/397, Loss: 0.0000
  Batch 170/397, Loss: 0.0000
  Batch 180/397, Loss: 0.0000
  Batch 190/397, Loss: 0.0000
  Batch 200/397, Loss: 0.0000
  Batch 210/397, Loss: 0.0000
  Batch 220/397, Loss: 0.0001
  Batch 230/397, Loss: 0.0000
  Batch 240/397, Loss: 0.0001
  Batch 250/397, Loss: 0.0000
  Batch 260/397, Loss: 0.0000
  Batch 270/397, Loss: 0.0000
  Batch 280/397, Loss: 0.0000
  Batch 290/397, Loss: 0.0000
  Batch 300/397, Loss: 0.0000
  Batch 310/397, Loss: 0.0151
  Batch 320/397, Loss: 0.0000
  Batch 330/397, Loss: 0.0000
  Batch 340/397, Loss: 0.0000
  Batch 350/397, Loss: 0.0000
  Batch 360/397, Loss: 0.0001
  Batch 370/397, Loss: 0.0000
  Batch 380/397, Loss: 0.0000
  Batch 390/397, Loss: 0.0023
Epoch 21/30 (158.2s)
  Train Loss: 0.0006, Acc: 0.9997
  Val Loss: 3.7811, Acc: 0.6278
  Best Val Acc: 0.6744
  LR: 2.06e-05
------------------------------------------------------------
  Batch 0/397, Loss: 0.0000
  Batch 10/397, Loss: 0.0000
  Batch 20/397, Loss: 0.0000
  Batch 30/397, Loss: 0.0000
  Batch 40/397, Loss: 0.0000
  Batch 50/397, Loss: 0.0000
  Batch 60/397, Loss: 0.0000
  Batch 70/397, Loss: 0.0000
  Batch 80/397, Loss: 0.0000
  Batch 90/397, Loss: 0.0000
  Batch 100/397, Loss: 0.0000
  Batch 110/397, Loss: 0.0000
  Batch 120/397, Loss: 0.0000
  Batch 130/397, Loss: 0.0000
  Batch 140/397, Loss: 0.0000
  Batch 150/397, Loss: 0.0000
  Batch 160/397, Loss: 0.0000
  Batch 170/397, Loss: 0.0000
  Batch 180/397, Loss: 0.0000
  Batch 190/397, Loss: 0.0001
  Batch 200/397, Loss: 0.0000
  Batch 210/397, Loss: 0.0000
  Batch 220/397, Loss: 0.0000
  Batch 230/397, Loss: 0.0000
  Batch 240/397, Loss: 0.0000
  Batch 250/397, Loss: 0.0000
  Batch 260/397, Loss: 0.0000
  Batch 270/397, Loss: 0.0000
  Batch 280/397, Loss: 0.0000
  Batch 290/397, Loss: 0.0000
  Batch 300/397, Loss: 0.0000
  Batch 310/397, Loss: 0.0000
  Batch 320/397, Loss: 0.0000
  Batch 330/397, Loss: 0.0000
  Batch 340/397, Loss: 0.0000
  Batch 350/397, Loss: 0.0000
  Batch 360/397, Loss: 0.0000
  Batch 370/397, Loss: 0.0000
  Batch 380/397, Loss: 0.0000
  Batch 390/397, Loss: 0.0002
Epoch 22/30 (156.9s)
  Train Loss: 0.0004, Acc: 0.9999
  Val Loss: 4.0195, Acc: 0.6169
  Best Val Acc: 0.6744
  LR: 1.65e-05
------------------------------------------------------------
  Batch 0/397, Loss: 0.0000
  Batch 10/397, Loss: 0.0000
  Batch 20/397, Loss: 0.0001
  Batch 30/397, Loss: 0.0000
  Batch 40/397, Loss: 0.0000
  Batch 50/397, Loss: 0.0000
  Batch 60/397, Loss: 0.0000
  Batch 70/397, Loss: 0.0000
  Batch 80/397, Loss: 0.0000
  Batch 90/397, Loss: 0.0000
  Batch 100/397, Loss: 0.0000
  Batch 110/397, Loss: 0.0000
  Batch 120/397, Loss: 0.0000
  Batch 130/397, Loss: 0.0000
  Batch 140/397, Loss: 0.0000
  Batch 150/397, Loss: 0.0000
  Batch 160/397, Loss: 0.0000
  Batch 170/397, Loss: 0.0000
  Batch 180/397, Loss: 0.0000
  Batch 190/397, Loss: 0.0000
  Batch 200/397, Loss: 0.0000
  Batch 210/397, Loss: 0.0000
  Batch 220/397, Loss: 0.0000
  Batch 230/397, Loss: 0.0000
  Batch 240/397, Loss: 0.0000
  Batch 250/397, Loss: 0.0000
  Batch 260/397, Loss: 0.0000
  Batch 270/397, Loss: 0.0000
  Batch 280/397, Loss: 0.0000
  Batch 290/397, Loss: 0.0000
  Batch 300/397, Loss: 0.0000
  Batch 310/397, Loss: 0.0000
  Batch 320/397, Loss: 0.0000
  Batch 330/397, Loss: 0.0000
  Batch 340/397, Loss: 0.0000
  Batch 350/397, Loss: 0.0000
  Batch 360/397, Loss: 0.0000
  Batch 370/397, Loss: 0.0000
  Batch 380/397, Loss: 0.0000
  Batch 390/397, Loss: 0.0000
Epoch 23/30 (156.2s)
  Train Loss: 0.0000, Acc: 1.0000
  Val Loss: 4.1291, Acc: 0.5840
  Best Val Acc: 0.6744
  LR: 1.28e-05
------------------------------------------------------------
  Batch 0/397, Loss: 0.0000
  Batch 10/397, Loss: 0.0000
  Batch 20/397, Loss: 0.0000
  Batch 30/397, Loss: 0.0000
  Batch 40/397, Loss: 0.0000
  Batch 50/397, Loss: 0.0000
  Batch 60/397, Loss: 0.0000
  Batch 70/397, Loss: 0.0000
  Batch 80/397, Loss: 0.0000
  Batch 90/397, Loss: 0.0000
  Batch 100/397, Loss: 0.0000
  Batch 110/397, Loss: 0.0000
  Batch 120/397, Loss: 0.0000
  Batch 130/397, Loss: 0.0000
  Batch 140/397, Loss: 0.0000
  Batch 150/397, Loss: 0.0000
  Batch 160/397, Loss: 0.0000
  Batch 170/397, Loss: 0.0000
  Batch 180/397, Loss: 0.0000
  Batch 190/397, Loss: 0.0000
  Batch 200/397, Loss: 0.0000
  Batch 210/397, Loss: 0.0000
  Batch 220/397, Loss: 0.0000
  Batch 230/397, Loss: 0.0000
  Batch 240/397, Loss: 0.0000
  Batch 250/397, Loss: 0.0000
  Batch 260/397, Loss: 0.0000
  Batch 270/397, Loss: 0.0000
  Batch 280/397, Loss: 0.0000
  Batch 290/397, Loss: 0.0000
  Batch 300/397, Loss: 0.0000
  Batch 310/397, Loss: 0.0000
  Batch 320/397, Loss: 0.0000
  Batch 330/397, Loss: 0.0000
  Batch 340/397, Loss: 0.0000
  Batch 350/397, Loss: 0.0000
  Batch 360/397, Loss: 0.0000
  Batch 370/397, Loss: 0.0000
  Batch 380/397, Loss: 0.0000
  Batch 390/397, Loss: 0.0000
Epoch 24/30 (273.8s)
  Train Loss: 0.0000, Acc: 1.0000
  Val Loss: 4.2191, Acc: 0.5744
  Best Val Acc: 0.6744
  LR: 9.55e-06
------------------------------------------------------------
  Batch 0/397, Loss: 0.0000
  Batch 10/397, Loss: 0.0000
  Batch 20/397, Loss: 0.0000
  Batch 30/397, Loss: 0.0000
  Batch 40/397, Loss: 0.0000
  Batch 50/397, Loss: 0.0000
  Batch 60/397, Loss: 0.0000
  Batch 70/397, Loss: 0.0000
  Batch 80/397, Loss: 0.0000
  Batch 90/397, Loss: 0.0000
  Batch 100/397, Loss: 0.0000
  Batch 110/397, Loss: 0.0000
  Batch 120/397, Loss: 0.0000
  Batch 130/397, Loss: 0.0000
  Batch 140/397, Loss: 0.0000
  Batch 150/397, Loss: 0.0000
  Batch 160/397, Loss: 0.0000
  Batch 170/397, Loss: 0.0000
  Batch 180/397, Loss: 0.0000
  Batch 190/397, Loss: 0.0000
  Batch 200/397, Loss: 0.0000
  Batch 210/397, Loss: 0.0000
  Batch 220/397, Loss: 0.0000
  Batch 230/397, Loss: 0.0000
  Batch 240/397, Loss: 0.0000
  Batch 250/397, Loss: 0.0000
  Batch 260/397, Loss: 0.0001
  Batch 270/397, Loss: 0.0000
  Batch 280/397, Loss: 0.0000
  Batch 290/397, Loss: 0.0000
  Batch 300/397, Loss: 0.0000
  Batch 310/397, Loss: 0.0000
  Batch 320/397, Loss: 0.0000
  Batch 330/397, Loss: 0.0000
  Batch 340/397, Loss: 0.0000
  Batch 350/397, Loss: 0.0000
  Batch 360/397, Loss: 0.0000
  Batch 370/397, Loss: 0.0000
  Batch 380/397, Loss: 0.0000
  Batch 390/397, Loss: 0.0000
Epoch 25/30 (275.4s)
  Train Loss: 0.0000, Acc: 1.0000
  Val Loss: 4.2181, Acc: 0.5744
  Best Val Acc: 0.6744
  LR: 6.70e-06
------------------------------------------------------------
  Batch 0/397, Loss: 0.0000
  Batch 10/397, Loss: 0.0000
  Batch 20/397, Loss: 0.0000
  Batch 30/397, Loss: 0.0000
  Batch 40/397, Loss: 0.0000
  Batch 50/397, Loss: 0.0000
  Batch 60/397, Loss: 0.0000
  Batch 70/397, Loss: 0.0000
  Batch 80/397, Loss: 0.0000
  Batch 90/397, Loss: 0.0000
  Batch 100/397, Loss: 0.0000
  Batch 110/397, Loss: 0.0000
  Batch 120/397, Loss: 0.0000
  Batch 130/397, Loss: 0.0000
  Batch 140/397, Loss: 0.0000
  Batch 150/397, Loss: 0.0000
  Batch 160/397, Loss: 0.0000
  Batch 170/397, Loss: 0.0000
  Batch 180/397, Loss: 0.0000
  Batch 190/397, Loss: 0.0000
  Batch 200/397, Loss: 0.0000
  Batch 210/397, Loss: 0.0000
  Batch 220/397, Loss: 0.0000
  Batch 230/397, Loss: 0.0000
  Batch 240/397, Loss: 0.0000
  Batch 250/397, Loss: 0.0000
  Batch 260/397, Loss: 0.0000
  Batch 270/397, Loss: 0.0000
  Batch 280/397, Loss: 0.0000
  Batch 290/397, Loss: 0.0000
  Batch 300/397, Loss: 0.0000
  Batch 310/397, Loss: 0.0000
  Batch 320/397, Loss: 0.0000
  Batch 330/397, Loss: 0.0000
  Batch 340/397, Loss: 0.0000
  Batch 350/397, Loss: 0.0000
  Batch 360/397, Loss: 0.0000
  Batch 370/397, Loss: 0.0000
  Batch 380/397, Loss: 0.0000
  Batch 390/397, Loss: 0.0000
Epoch 26/30 (154.3s)
  Train Loss: 0.0000, Acc: 1.0000
  Val Loss: 4.2154, Acc: 0.5747
  Best Val Acc: 0.6744
  LR: 4.32e-06
------------------------------------------------------------
  Batch 0/397, Loss: 0.0000
  Batch 10/397, Loss: 0.0000
  Batch 20/397, Loss: 0.0000
  Batch 30/397, Loss: 0.0000
  Batch 40/397, Loss: 0.0000
  Batch 50/397, Loss: 0.0000
  Batch 60/397, Loss: 0.0000
  Batch 70/397, Loss: 0.0000
  Batch 80/397, Loss: 0.0000
  Batch 90/397, Loss: 0.0000
  Batch 100/397, Loss: 0.0000
  Batch 110/397, Loss: 0.0000
  Batch 120/397, Loss: 0.0000
  Batch 130/397, Loss: 0.0000
  Batch 140/397, Loss: 0.0000
  Batch 150/397, Loss: 0.0000
  Batch 160/397, Loss: 0.0000
  Batch 170/397, Loss: 0.0000
  Batch 180/397, Loss: 0.0000
  Batch 190/397, Loss: 0.0000
  Batch 200/397, Loss: 0.0000
  Batch 210/397, Loss: 0.0000
  Batch 220/397, Loss: 0.0000
  Batch 230/397, Loss: 0.0000
  Batch 240/397, Loss: 0.0000
  Batch 250/397, Loss: 0.0000
  Batch 260/397, Loss: 0.0000
  Batch 270/397, Loss: 0.0000
  Batch 280/397, Loss: 0.0000
  Batch 290/397, Loss: 0.0000
  Batch 300/397, Loss: 0.0000
  Batch 310/397, Loss: 0.0000
  Batch 320/397, Loss: 0.0000
  Batch 330/397, Loss: 0.0000
  Batch 340/397, Loss: 0.0000
  Batch 350/397, Loss: 0.0000
  Batch 360/397, Loss: 0.0000
  Batch 370/397, Loss: 0.0000
  Batch 380/397, Loss: 0.0000
  Batch 390/397, Loss: 0.0000
Epoch 27/30 (154.2s)
  Train Loss: 0.0000, Acc: 1.0000
  Val Loss: 4.2176, Acc: 0.5751
  Best Val Acc: 0.6744
  LR: 2.45e-06
------------------------------------------------------------
  Batch 0/397, Loss: 0.0000
  Batch 10/397, Loss: 0.0000
  Batch 20/397, Loss: 0.0000
  Batch 30/397, Loss: 0.0000
  Batch 40/397, Loss: 0.0000
  Batch 50/397, Loss: 0.0000
  Batch 60/397, Loss: 0.0000
  Batch 70/397, Loss: 0.0000
  Batch 80/397, Loss: 0.0000
  Batch 90/397, Loss: 0.0000
  Batch 100/397, Loss: 0.0000
  Batch 110/397, Loss: 0.0000
  Batch 120/397, Loss: 0.0000
  Batch 130/397, Loss: 0.0000
  Batch 140/397, Loss: 0.0000
  Batch 150/397, Loss: 0.0000
  Batch 160/397, Loss: 0.0000
  Batch 170/397, Loss: 0.0000
  Batch 180/397, Loss: 0.0000
  Batch 190/397, Loss: 0.0000
  Batch 200/397, Loss: 0.0000
  Batch 210/397, Loss: 0.0000
  Batch 220/397, Loss: 0.0000
  Batch 230/397, Loss: 0.0000
  Batch 240/397, Loss: 0.0000
  Batch 250/397, Loss: 0.0000
  Batch 260/397, Loss: 0.0000
  Batch 270/397, Loss: 0.0000
  Batch 280/397, Loss: 0.0000
  Batch 290/397, Loss: 0.0000
  Batch 300/397, Loss: 0.0000
  Batch 310/397, Loss: 0.0000
  Batch 320/397, Loss: 0.0000
  Batch 330/397, Loss: 0.0000
  Batch 340/397, Loss: 0.0000
  Batch 350/397, Loss: 0.0000
  Batch 360/397, Loss: 0.0000
  Batch 370/397, Loss: 0.0000
  Batch 380/397, Loss: 0.0000
  Batch 390/397, Loss: 0.0000
Epoch 28/30 (156.3s)
  Train Loss: 0.0000, Acc: 1.0000
  Val Loss: 4.2124, Acc: 0.5775
  Best Val Acc: 0.6744
  LR: 1.09e-06
------------------------------------------------------------
  Batch 0/397, Loss: 0.0000
  Batch 10/397, Loss: 0.0000
  Batch 20/397, Loss: 0.0000
  Batch 30/397, Loss: 0.0000
  Batch 40/397, Loss: 0.0000
  Batch 50/397, Loss: 0.0000
  Batch 60/397, Loss: 0.0000
  Batch 70/397, Loss: 0.0000
  Batch 80/397, Loss: 0.0000
  Batch 90/397, Loss: 0.0000
  Batch 100/397, Loss: 0.0000
  Batch 110/397, Loss: 0.0000
  Batch 120/397, Loss: 0.0000
  Batch 130/397, Loss: 0.0000
  Batch 140/397, Loss: 0.0000
  Batch 150/397, Loss: 0.0000
  Batch 160/397, Loss: 0.0000
  Batch 170/397, Loss: 0.0000
  Batch 180/397, Loss: 0.0000
  Batch 190/397, Loss: 0.0000
  Batch 200/397, Loss: 0.0000
  Batch 210/397, Loss: 0.0000
  Batch 220/397, Loss: 0.0000
  Batch 230/397, Loss: 0.0000
  Batch 240/397, Loss: 0.0000
  Batch 250/397, Loss: 0.0000
  Batch 260/397, Loss: 0.0000
  Batch 270/397, Loss: 0.0000
  Batch 280/397, Loss: 0.0000
  Batch 290/397, Loss: 0.0000
  Batch 300/397, Loss: 0.0000
  Batch 310/397, Loss: 0.0000
  Batch 320/397, Loss: 0.0000
  Batch 330/397, Loss: 0.0000
  Batch 340/397, Loss: 0.0000
  Batch 350/397, Loss: 0.0000
  Batch 360/397, Loss: 0.0000
  Batch 370/397, Loss: 0.0000
  Batch 380/397, Loss: 0.0000
  Batch 390/397, Loss: 0.0000
Epoch 29/30 (151.9s)
  Train Loss: 0.0000, Acc: 1.0000
  Val Loss: 4.2134, Acc: 0.5768
  Best Val Acc: 0.6744
  LR: 2.74e-07
------------------------------------------------------------
  Batch 0/397, Loss: 0.0000
  Batch 10/397, Loss: 0.0000
  Batch 20/397, Loss: 0.0000
  Batch 30/397, Loss: 0.0000
  Batch 40/397, Loss: 0.0000
  Batch 50/397, Loss: 0.0000
  Batch 60/397, Loss: 0.0000
  Batch 70/397, Loss: 0.0000
  Batch 80/397, Loss: 0.0000
  Batch 90/397, Loss: 0.0000
  Batch 100/397, Loss: 0.0000
  Batch 110/397, Loss: 0.0000
  Batch 120/397, Loss: 0.0000
  Batch 130/397, Loss: 0.0000
  Batch 140/397, Loss: 0.0000
  Batch 150/397, Loss: 0.0000
  Batch 160/397, Loss: 0.0000
  Batch 170/397, Loss: 0.0000
  Batch 180/397, Loss: 0.0000
  Batch 190/397, Loss: 0.0000
  Batch 200/397, Loss: 0.0000
  Batch 210/397, Loss: 0.0000
  Batch 220/397, Loss: 0.0000
  Batch 230/397, Loss: 0.0000
  Batch 240/397, Loss: 0.0000
  Batch 250/397, Loss: 0.0000
  Batch 260/397, Loss: 0.0000
  Batch 270/397, Loss: 0.0000
  Batch 280/397, Loss: 0.0000
  Batch 290/397, Loss: 0.0000
  Batch 300/397, Loss: 0.0000
  Batch 310/397, Loss: 0.0000
  Batch 320/397, Loss: 0.0000
  Batch 330/397, Loss: 0.0000
  Batch 340/397, Loss: 0.0000
  Batch 350/397, Loss: 0.0000
  Batch 360/397, Loss: 0.0000
  Batch 370/397, Loss: 0.0000
  Batch 380/397, Loss: 0.0000
  Batch 390/397, Loss: 0.0000
Epoch 30/30 (153.9s)
  Train Loss: 0.0000, Acc: 1.0000
  Val Loss: 4.2135, Acc: 0.5771
  Best Val Acc: 0.6744
  LR: 0.00e+00
------------------------------------------------------------
Training complete! Best validation accuracy: 0.6744
Model saved as 'best_model.pth'
=== Training Complete ===
Job finished: Wed Jul 16 09:31:54 PM EDT 2025
